Protein;WT_Control_1;WT_Control_2;WT_Control_3;WT_Control_4;WT_HU_1;WT_HU_2;WT_HU_3;WT_HU_4
Q04991;58915.7265625;56504.3671875;7772.0693359375;56177.79;59756.08203125;42786.54296875;32655.65625;70456.34375
Q05015;67727.4296875;37795.01171875;51241.8359375;24533.52;77816.3828125;57176.5390625;74554.4609375;83042.421875
Q05016;3767664;3363319.25;3559232.25;29158.4;3540589.25;3865879.25;3535272;3865626.5
Q05021;49975.875;46862.9765625;39584.58984375;67555.41;36752.078125;43389.390625;30411.3046875;33947.81640625
Q05022;1344181;1149221.25;1120499.875;193134.45;1046853.0625;1313101;1203585.125;1186259.125
Q05024;58107.45703125;49345.75;41757.0859375;26470.67;35105.078125;59940.13671875;65447.78515625;36013.74609375
Q05027;34028.9140625;46127.42578125;48400.66015625;17314.64;44936.63671875;36976.015625;35880.74609375;42916.37890625
Q05029;326939.9375;248223.6875;232451.203125;82048.73;193254.546875;354411.4375;284582.84375;280344.625
Q05031;44295.55078125;39630.4765625;45977.44140625;50540.63;38667.171875;69505.015625;36279.51953125;52523.9375
Q05040;149150.890625;152531.59375;138401.390625;59301.18;141361.109375;138470.4375;154358.703125;139602.375
Q05050;3364904.5;3451920.75;3887821.5;93345.17;4155198.5;3812837.5;3670325.75;3640010.5
Q05123;158164.234375;153394.703125;145656.1875;53074.18;174849.28125;163880.640625;172243.0625;143168.03125
Q05166;68144.1015625;77989.265625;90724.8671875;58793.18;56143.828125;40242.87109375;46741.25390625;77494.328125
Q05359;501310.1875;432841.0625;515243.6875;24723.48;417141.0625;594257.125;524711.375;501675.90625
Q05468;131324.6875;109644.96875;80977.75;83426.04;88171.90625;120005.296875;110655.3515625;102468.5078125
Q05471;7164.2431640625;11766.376953125;12200.4375;174530.3;5965.01904296875;11958.2734375;6310.05859375;11580.92578125
Q05498;119804.609375;164319.046875;150046.796875;21610.62;124306.3984375;147170.421875;117848.65625;149832.078125
Q05506;2389004.5;1212728.875;1173711.875;69524.99;1194289;2305970.75;2073748.25;1423865.375
Q05515;844231.8125;774367.125;660994.9375;54367.76;995170.5625;809634;959460.8125;841228
Q05518;73875.5234375;93582.1484375;77141.9140625;54995.82;81956.078125;77752.90625;75198.109375;90616.5546875
Q05521;235578.4375;131061.9296875;159074.359375;33514.01;162180.875;233031.171875;111772.578125;247860.75
Q05533;45050.00390625;41290.88671875;30401.640625;32092.57;32206.755859375;32967.02734375;46695.3125;36882.07421875
Q05541;30202.734375;25450.419921875;24348.73046875;33964.56;20258.798828125;20017.91796875;28550.9296875;20608.271484375
Q05543;121022.0234375;127911.1875;114059.859375;46488.19;133079.703125;116918.3671875;128168.8125;114735.7734375
Q05567;99206.171875;45602.74609375;64469.49609375;65565.6;51322.83203125;113183.421875;70208.875;70317.203125
Q05580;66076.953125;80697.7265625;84943.0234375;72755.84;80750.359375;67101.2421875;75491.71875;61168.27734375
Q05583;100574.2109375;123363.953125;115515.7734375;37274.61;127488.1484375;94242.0703125;62736.15234375;134603.25
Q05584;500224.875;516465.96875;639105;31326.52;639606.625;541963.9375;578464.875;547923.625
Q05635;99825.40625;97312.7109375;70635.3046875;39483.67;98815.4921875;81012.1640625;88066.59375;94593.1484375
Q05636;100967.140625;68594.828125;59331.7734375;33961.87;54315.6640625;96311.4375;101512.609375;66966.0078125
Q05672;42076.484375;14108.736328125;11382.033203125;51956.95;12547.9111328125;31337.07421875;22431.07421875;13732.8359375
Q05775;1352733.625;1440551.25;1346907.75;29564.17;1320743.5;1502446.75;1576906.25;1263894.625
Q05777;1485.76928710938;0;166.386535644531;25761.9;0;0;0;0
Q05778;182816.890625;167563.046875;164850.46875;30695.19;149808.875;187630.53125;180394.625;179896.828125
Q05785;303533.15625;415800.125;420504.40625;71807.36;394541.125;343696;320104.90625;330156.25
Q05787;66159.984375;65386.28515625;55698.82421875;95480.77;65439.140625;61422.11328125;47188.33203125;74183.109375
Q05788;174745.609375;192442.375;119291.3125;33754.87;150329.125;194988;185815.203125;172959.09375
Q05789;13680.6552734375;29896.287109375;35502.49609375;25975.44;26769.958984375;7990.04541015625;16227.8955078125;28132.5390625
Q05791;108266.78125;143519.609375;133878.625;41851.98;108387.2265625;112051.0859375;109095.84375;111857.96875
Q05809;20265.37109375;11000.708984375;24880.330078125;11239.31;20048.2421875;32932.265625;46748.94140625;153442.609375
Q05812;195891.53125;266649.71875;231892.734375;80530.34;229710.484375;206320.96875;210214.65625;226998.6875
Q05827;7836.84375;0;2878.49853515625;5573.4;7139.9208984375;8977.0146484375;104016.171875;0
Q05854;28885.48828125;44743.328125;287208.03125;151278.58;35500.09765625;13803.6220703125;27138.22265625;38046.76953125
Q05871;58343.26953125;63240.76171875;65332.515625;31698.42;55596.390625;29628.087890625;13066.0009765625;54653.984375
Q05874;102414.3359375;53086.3125;53094.12109375;29632.6;40573.125;89526.4375;71691.4765625;52890.25
Q05881;185528.671875;118683.875;121548.171875;40927.57;144666.25;183830.03125;185813.859375;121037.96875
Q05892;45473.1953125;57475.99609375;47815.1171875;31524.34;52726.421875;41355.5078125;42450.6015625;54360.35546875
Q05898;17355.73046875;25320.263671875;57724.984375;12180.36;12967.38671875;13474.21875;0;35537.45703125
Q05900;17911.01953125;25545.5;18516.111328125;27044.8;24018.21484375;15542.6650390625;25939.361328125;21206.146484375
Q05902;43190.765625;50560.6953125;51448.8515625;73180.44;61156.671875;35031.9140625;54947.47265625;47363.90625
Q05905;1438050.625;1224000.375;1244149;27500.7;1283951.75;1513683.25;1545313;1502093.375
Q05911;2513784;2277095.5;2296275.75;54510.46;2479037.5;2565654.75;2497038.75;2492651
Q05919;22566.42578125;101498.5703125;94153.609375;50859.87;63709.02734375;26967.66015625;13442.3173828125;84373.0078125
Q05924;33483.46484375;48704.015625;49444.52734375;66463.35;50256.12890625;36268.1796875;27169.001953125;49191.30078125
Q05926;166978.90625;268455.21875;186218.546875;12519.4;239205.03125;176594.03125;211079.921875;198749.8125
Q05931;173141.3125;182952.125;163784.09375;72364.59;174741.96875;161673.140625;160287.265625;169913.75
Q05933;527973.9375;189466.421875;204169.09375;20578.58;205444.15625;637331.5;486974.28125;245120.015625
Q05934;91429.0234375;142463.8125;122142.0234375;102499.5;68648.5546875;105092.390625;76104.328125;118379.9921875
Q05937;24345.595703125;5337.97900390625;10201.0693359375;37718.33;15342.625;17754.919921875;13687.6171875;15502.52734375
Q05942;90425.609375;114824.734375;88774.1015625;24656.31;96698.5859375;84665.53125;101980.6171875;87554.125
Q05946;164650.109375;169110.4375;138900.734375;91031.87;153944.65625;155218.6875;130698.5859375;121736.9453125
Q05948;105029.25;49549.9921875;71288.5546875;46422.97;85956.890625;101743.640625;94300.0390625;95091.09375
Q05949;26744.853515625;14108.9560546875;16992.55859375;45720.72;22940.990234375;25587.892578125;22902.619140625;23742.041015625
Q05958;15324.8623046875;66886.953125;34317.08984375;89285.92;23531.587890625;23189.138671875;20039.16015625;32977.90234375
Q05979;537916.625;396990.40625;584259.25;51032.08;539038.75;575749.625;466863.59375;651743.75
Q05998;69750.546875;18943.6875;38413.49609375;66903.91;21885.587890625;73928.921875;74663.53125;68277.0546875
Q06005;32475.916015625;70739.9609375;60406.14453125;37237.29;30564.794921875;34576.82421875;36013.8515625;47125.00390625
Q06010;252790.921875;225975.40625;237403.265625;117578.84;231650.640625;271729.65625;277886.59375;241042.53125
Q06011;319365.28125;27981.375;117474.1875;12515.42;104564.0546875;93928.7578125;107380.953125;96773.609375
Q06053;152902.75;173208.59375;140263.875;76595.51;163115.921875;162836.828125;162891.015625;152433.84375
Q06063;23915.06640625;33692.99609375;30441.59375;41696.45;28046.48828125;20396.490234375;16974.443359375;24598.35546875
Q06070;26380.83203125;30854.904296875;21815.4375;25545.59;30568.830078125;26452.408203125;38363.0390625;21667.30859375
Q06078;586161.8125;695266.25;625388;104790.89;594691.9375;485498.96875;411061.90625;680034.3125
Q06089;93224.53125;47727.06640625;66750.859375;17730.99;45557.48046875;112037.9921875;91117.78125;70319.46875
Q06090;96663.0625;102764.484375;125982.6328125;16123.68;113728.84375;94782.015625;118906.59375;86362.25
Q06096;26887.7265625;35942.640625;30953.634765625;98665.52;34838.140625;26891.587890625;29730.2578125;38823.32421875
Q06102;50214.77734375;24396.912109375;7030.0107421875;24553.37;36227.046875;51914.69921875;41669.1328125;5504.77978515625
Q06103;322051.59375;299245.34375;246635.328125;48958.55;252991.078125;349235.9375;303028.6875;281480.90625
Q06106;152078.546875;103428.1796875;127061.265625;101119.72;129734.3359375;142414.265625;151868.5;138797.84375
Q06107;336242.21875;363298.5625;446878.9375;36750.29;230945.484375;306515.90625;278410.78125;301764.375
Q06108;81716.484375;95569.328125;80440.453125;120394.96;106041.4453125;78534.2421875;74759.3125;93869.984375
Q06132;72974.84375;49286.8046875;50091.19140625;102852.94;62875.12890625;74355.3828125;69757.0078125;41394.3515625
Q06137;125797.0234375;82219.6796875;103207.6796875;58385.75;114177.296875;106770.421875;87814.3125;119494.6796875
Q06142;536019.25;370699.0625;452438.21875;94775.82;379963.25;497487;468267.46875;428799.6875
Q06143;284270.96875;82148.765625;89873.0703125;32991.54;118261.5234375;257686.453125;209598.125;233765.6875
Q06144;110332.6171875;154198.796875;124332.65625;24854.67;115964;114562.0078125;120850.8515625;143286.125
Q06146;891425.1875;1113707.5;1172836;35998.05;1459515.125;1150442.25;1102020.5;1092316.125
Q06147;25550.27734375;32066.080078125;22381.125;77565.54;30179.111328125;23402.630859375;25944.98046875;31420.451171875
Q06151;484422.71875;270055.59375;353318.71875;40769.66;460263.34375;489961.15625;479264;502644.625
Q06152;5528.59521484375;4563.126953125;21802.72265625;32004.15;12546.71484375;7014.21923828125;0;5778.201171875
Q06156;25682.150390625;15206.3505859375;15309.775390625;132967.14;20659.412109375;18303.3984375;23951.701171875;16010.55859375
Q06162;185632.21875;115073.2890625;129809.203125;17862.13;24409.357421875;232215.265625;213919.875;535823.875
Q06168;183049.40625;236227.59375;179284.015625;48777.31;178042.078125;198401.390625;173013.78125;194273.015625
Q06169;187482.9375;166048.265625;163717.3125;59461.59;167784.5625;184405.25;194631.625;148811.703125
Q06170;12003.77734375;28318.462890625;14154.544921875;27423.52;33661.94140625;5742.66162109375;32625.591796875;29965.681640625
Q06177;147347.796875;118214.859375;135613.765625;9833.77;298766.4375;189239.578125;152524.203125;379849.78125
Q06178;368257.5;398631.21875;375546.53125;45859.05;382269.125;353864.8125;366243.71875;372727.53125
Q06179;46442.421875;29699.130859375;42361.953125;303479.28;40441.59765625;59456.49609375;44023.11328125;37698.5546875
Q06188;106218.6953125;81296.3046875;96677;35508.48;104336.1640625;106940.359375;94512.5078125;93560.3359375
Q06205;710513.6875;845584.875;803128.4375;43903.41;783703.125;684316.625;830931.3125;721006.5
Q06211;24329.9375;15210.7177734375;18016.9296875;161237.92;24312.51953125;21100.2421875;17699.244140625;29065.6875
Q06213;14335.2568359375;23247.64453125;12169.76171875;17907.96;16513.068359375;21082.1484375;16209.7802734375;22458.935546875
Q06214;248520.0625;151321.421875;126292.796875;55264.11;168015.703125;296569.09375;318527.625;120214.6328125
Q06217;114738.1015625;122652.53125;129767.015625;12853.03;98212.0546875;138857.5;99381.765625;119579.3203125
Q06218;363691.8125;262929.84375;228817.90625;68059.58;236361.15625;359912.3125;312157.71875;239837.078125
Q06224;52907.375;42177.75;45214.890625;87673.59;44187.3828125;49092.640625;49666.47265625;53529.77734375
Q06245;38274.1328125;54434.28125;51317.703125;100342;38718.5234375;37450.359375;37368.81640625;36233.671875
Q06251;36478.60546875;21592.05859375;28404.671875;71265.4;21693.890625;35992.5859375;19514.72265625;15844.908203125
Q06252;1869320.125;1665190.625;1492232.875;22151;1875267.375;1793800.125;1942368;1684597.75
Q06263;48190.34765625;47403.0390625;50855.5390625;37315.73;67342.90625;57008.03515625;60995.05859375;68237.984375
Q06266;92987.9609375;44773.83984375;37779.83203125;55467.76;14461.9052734375;83977.15625;82942.5546875;24552.931640625
Q06287;379141.5;377537.09375;341549.25;27895.39;282146;436598.09375;386073.90625;351171.03125
Q06315;57858.74609375;88736.765625;75482.90625;114110.78;73692.703125;55658.484375;51423.1796875;56536.765625
Q06321;74708.234375;64395.6015625;47761.69921875;136054.37;41504.47265625;70338.875;48673.56640625;53885.76171875
Q06325;162959.328125;397.674102783203;125481.484375;64498.27;47926.62890625;21740.27734375;22740.49609375;59508.45703125
Q06336;186080.21875;219640.90625;219303.5625;62319.58;207981.34375;171573.859375;185952.484375;201976.578125
Q06337;26568.580078125;34991;38722.90625;112502.01;22144.412109375;28859.423828125;23249.064453125;33958.125
Q06338;315361.15625;214305.78125;211986.53125;32661.4;179558.234375;288668.375;280293.03125;215464.65625
Q06339;15093.787109375;17171.47265625;25037.806640625;74708.5;1876.77600097656;14906.7802734375;12665.1201171875;0
Q06340;10989.7705078125;14393.1591796875;11117.119140625;52541.55;31705.5390625;10731.951171875;13722.9013671875;17305.72265625
Q06344;282639.84375;198938.984375;188871.703125;72409.89;231057.09375;253095.234375;251778.546875;198878.59375
Q06346;67118.9453125;14378.6572265625;24772.478515625;25483.89;38223.0625;74914.2109375;62370.69140625;36954.21484375
Q06349;5226.06884765625;12400.9609375;0;50492;17634.0234375;11177.6962890625;6508.26025390625;11819.4765625
Q06350;12492.259765625;24967.826171875;25531.990234375;59117.98;87750.015625;126393.1015625;103468.2578125;9921.1220703125
Q06385;417465.65625;211507.140625;221340.703125;39286.81;209052.890625;395907;336423.09375;247919.3125
Q06389;67826.71875;58482.7109375;20536.46875;22010.97;48084.05859375;17108.99609375;18235.1171875;22662.08203125
Q06405;582239.4375;587183.125;601907.375;11312.12;686027.875;663510.6875;659843.875;676327.75
Q06406;807022.1875;1284493.25;1262520;9397.6;1013729.5;858969.3125;799379.9375;935894.5625
Q06407;43334.82421875;53868.875;47540.50390625;113290.89;58450.85546875;42905.3515625;49522.34765625;51835.78125
Q06408;107010.4453125;65637.96875;53005.921875;71384.4;64735.1640625;86642.9921875;105623.6171875;89940.734375
Q06409;42395.51171875;416.506164550781;145432.21875;221563.25;3800.95849609375;9432.4287109375;7149.564453125;227982
Q06410;17966.556640625;14442.8369140625;18942.130859375;48656.33;11990.4560546875;4479.8779296875;10153.96484375;2403.8662109375
Q06417;388.121948242188;1.55597448348999;0;36676.96;0;5317.86083984375;1326.06567382812;3549.8583984375
Q06436;22875.134765625;19457.658203125;17908.41796875;76317.38;18359.79296875;22371.744140625;26852.951171875;20089.078125
Q06440;1233297.875;1114120.25;1061811.375;72553.36;1112337.875;1230860.125;1350185.625;1000168.4375
Q06449;183048.625;292184.28125;253095.953125;23539;237826.8125;209400;219628.75;195753.25
Q06451;164612.890625;158152.875;105254.375;68065.76;199198.609375;142524.890625;200574.46875;153289.640625
Q06479;91541.3671875;58617.75;41078.84375;93122.7;54900.5;107191.328125;64899.62109375;59037.26953125
Q06485;289959.96875;186999.234375;317073.09375;20400.41;273377.28125;302704.65625;249951.96875;260427.25
Q06488;154188.96875;186326.90625;119832.109375;102299.64;157793.90625;139804.453125;147689.28125;179675.359375
Q06489;558446.4375;530414.125;426374.1875;45020.36;438374.09375;579789.9375;481716.78125;475783.28125
Q06493;158182.96875;164185.75;163027.40625;52174.47;136576.734375;152460.765625;141272.171875;171117.890625
Q06494;1194779.25;543953.875;921327.625;38600.78;804982.4375;1109420;1093110.125;975503.375
Q06497;95241.6953125;95369.4921875;72740.9375;36367.34;63390.65234375;97675.203125;82907.125;87057.0390625
Q06504;54871.56640625;82572.2109375;59859.95703125;22921.22;49656.8359375;46586.49609375;36318.65625;32587.6015625
Q06505;398902.4375;448884.875;484394.25;46082.47;447348.75;444205.90625;485054.625;418846.09375
Q06506;120332.5859375;129508.5;112359.5546875;65054.03;111319.3984375;128945.09375;129608.5625;113798.9765625
Q06508;69431.7421875;112023.5625;106269.5625;33815.91;88239.1328125;81174.6640625;85603.6171875;98413.4296875
Q06510;17427.208984375;6006.6962890625;9185.357421875;44187.61;6527.0810546875;16301.4990234375;4839.12744140625;6148.70947265625
Q06511;134529.828125;197356.328125;163931.84375;28212.34;155174.671875;142494.3125;150978.40625;117070.421875
Q06512;284552.9375;132061.578125;117238.6015625;63637.15;122626.8828125;319458.75;240641.234375;137094.953125
Q06522;116049.125;97583.7109375;91567.5546875;34842.28;99486.203125;89625;95416.359375;138566.328125
Q06523;320712.34375;209457.9375;236506.5;49279.42;253125.703125;337173.15625;321820.5625;252759.515625
Q06525;10034.8212890625;5354.59814453125;5055.103515625;54138.76;3270.38208007812;12358.4189453125;7868.0458984375;3728.93432617188
Q06538;62636.46875;57238.20703125;73867.59375;89343.53;28870.234375;57278.55859375;49381.72265625;40772.47265625
Q06543;142749.484375;81334.453125;232676.625;30653.12;83785.59375;90064.671875;41646.953125;80569.2421875
Q06549;42219.26953125;24053.611328125;47334.58203125;15536.02;41610.15625;47889.72265625;49546.01953125;34699.70703125
